,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
88754,1140,24h,my memorable day is my school days. i enjoy alot with my collage  friend collage in recount year and third we spitted last bench. we dent no ya ant subject i always be failed in all exams.by last time in degree  i am passed .so surprise for me. so i finally passed.,my memorable day is my school days. i enjoy a lot with my collage  friend collage in recount year and third we spitted last bench. we dent no ya ant subject i always be failed in all exams.by last time in degree  i am passed .so surprise for me. so i finally passed.,False,4,achievement,achievement,91220,ant bench collage collage day day degree dent enjoyed examsby failed finally friend memorable passed passed recount school spit subject surprise time ya
88771,1373,3m,we have to travelling the china and it saw many attractive place it was happiness is my life.,we have to travelling the china and it saw many attractive place it was happiness is my life.,True,1,enjoy_the_moment,enjoy_the_moment,63863,attractive china happiness life travel
88774,1373,3m,"I AM SO VERY HAPPY. THAT NO FORGET MY LIFE. BECAUSE MY BIRTH DAY. MY BIRTH DAY CELEBRATION VERY GRAND PARTY ORGANIZING MY FRIENDS. SO VERY HAPPY.
","I AM SO VERY HAPPY. THAT NO FORGET MY LIFE. BECAUSE MY BIRTH DAY. MY BIRTH DAY CELEBRATION VERY GRAND PARTY ORGANIZING MY FRIENDS. SO VERY HAPPY.
",True,5,bonding,bonding,75553,birth birth celebrated day day forget friend grand life organized party
88776,1373,3m,MY FIRST MONTH SALARY GET THAT DAY. I AM VERY PROUD AND VERY HAPPIEST MOMENT THAT DAY. VERY LIKE OF THAT DAY.,MY FIRST MONTH SALARY GET THAT DAY. I AM VERY PROUD AND VERY HAPPIEST MOMENT THAT DAY. VERY LIKE OF THAT DAY.,True,3,achievement,achievement,77542,day day day moment proud salary
88778,1373,24h,MY SISTER FIRST JOINING COLLEGE DAY.  SISTER AND ME PARTIES BY WELCOME PARTY. VERY NICE PARTY. I AM FULLY HAPPY.,MY SISTER FIRST JOINING COLLEGE DAY.  SISTER AND ME PARTIES BY WELCOME PARTY. VERY NICE PARTY. I AM FULLY HAPPY.,True,4,affection,affection,82274,college day joined nice party party party sister sister
88782,1373,24h,I reach my goals that moment will be the happiest moment in my life..,I reach my goals that moment will be the happiest moment in my life..,True,1,achievement,achievement,92207,goal life moment moment reached
88788,1373,24h,SUMMER TRIP USEFUL FOR US.MANY PLACES FOR MEMORABLE DAY IN MY LIFE.IT ENRICHES OUR MIND AND DEVELOPES A COSMOPOLITAN OUT LOOK.MY FRIEND ALWAYS SO HAPPY.I ENJOYED IN MY LIFE.,SUMMER TRIP USEFUL FOR US.MANY PLACES FOR MEMORABLE DAY IN MY LIFE.IT ENRICHES OUR MIND AND DEVELOPES A COSMOPOLITAN OUT LOOK.MY FRIEND ALWAYS SO HAPPY.I ENJOYED IN MY LIFE.,True,1,bonding,bonding,100121,cosmopolitan day development enjoyed enriches friend happyi life lifeit lookmy memorable mind summer trip usmany
88888,4124,3m,"I finally got all the characters unlocked in a game I have been playing online for over 3 years, it was a long time coming!","I finally got all the characters unlocked in a game I have been playing online for over 3 years, it was a long time coming!",True,1,achievement,achievement,56205,character coming finally game online played time unlocked
88891,868,3m,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,56210,movie
88894,868,3m,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,61722,movie
88897,868,3m,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,68064,movie
88903,868,3m,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,74175,movie
88905,868,3m,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,75387,movie
88907,868,3m,I WENT TO BROWSING CENTER,I WENT TO BROWSING CENTER,True,1,leisure,leisure,77376,browsing center
88909,868,24h,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,82488,movie
88925,868,24h,I WENT TO MOVIE,I WENT TO MOVIE,True,1,leisure,leisure,100178,movie
88926,3551,3m,I won a Smash Bros tournament,I won a Smash Bros tournament,True,1,achievement,achievement,55232,bros smash tournament won
88934,4207,3m,"My spouse surprised me with flowers the other day, I felt so loved and happy.","My spouse surprised me with flowers the other day, I felt so loved and happy.",True,1,affection,affection,57218,day flowers love spouse surprise
88935,4207,24h,"One of the things that have made very happy in the past 24 hours is my husband passed a very important test, Im quite proud of him.

","One of the things that have made very happy in the past 24 hours is my husband passed a very important test, Im quite proud of him.

",True,1,affection,affection,96595,hours husband im passed proud test
88944,2625,3m,i was happy when i completed my 24 backpapers in a single semester.,i was happy when i completed my 24 nan in a single semester.,False,1,achievement,achievement,57430,completed nan semester single
89126,4308,3m,I was finally approved for a credit card that I really wanted.,I was finally approved for a credit card that I really wanted.,True,1,achievement,achievement,59509,approved card credit finally
89128,4308,24h,I weighed myself and found out that I've lost two pounds,I weighed myself and found out that I've lost two pounds,True,1,achievement,achievement,94783,found ive lost pounds weighed
89162,3783,3m,I went to the local humane society and adopted a kitten.,I went to the local humane society and adopted a kitten.,True,1,affection,affection,59538,adopted human kitten local society
89165,3783,24h,My boss complimented my recent work.,My boss complimented my recent work.,True,1,achievement,achievement,83631,boss complimented recently
89183,3483,3m,I saw my college roommate for the first time in 5 months a few days ago.,I saw my college roommate for the first time in 5 months a few days ago.,True,1,bonding,bonding,59551,college day roommate time
89188,10074,3m,A girl complimented me on my eyes and told me that she really liked them.,A girl complimented me on my eyes and told me that she really liked them.,True,1,affection,affection,58564,complimented eyes girl told
89485,7616,3m,I went to the park with my friends.,I went to the park with my friends.,True,1,bonding,bonding,58815,friend park
89528,2785,24h,Earlier today i got the call that i will be taking over one of my coworkers shifts next week so now tomorrow is going to finally be my day off to relax.,Earlier today i got the call that i will be taking over one of my coworkers shifts next week so now tomorrow is going to finally be my day off to relax.,True,1,achievement,achievement,98309,called coworker day earlier finally relax shift taking tomorrow
89686,3067,3m,Went to a birthday night out with some close friends in the uptown area of Minneapolis.,Went to a birthday night out with some close friends in the uptown area of Minneapolis.,True,1,bonding,bonding,59089,birthday close friend minneapolis night uptown
89730,4312,24h,I was accepted into a summer program for a university.,I was accepted into a summer program for a university.,True,1,achievement,achievement,86345,accepted program summer university
89733,2866,3m,The coffee I ordered this morning was exceptionally good.,The coffee I ordered this morning was exceptionally good.,True,1,enjoy_the_moment,enjoy_the_moment,60136,coffee exceptionally morning
89740,10148,3m,My daughter who was born premature had complications initially with her lungs. When she was first born they didn't think she would survive due to her lungs being so underdeveloped. A month and a half ago she was cleared to come off of nasal oxygen and is breathing all on her own now. This was never a sure thing and its amazing to see her make so much progress.,My daughter who was born premature had complications initially with her lungs. When she was first born they didn't think she would survive due to her lungs being so underdeveloped. A month and a half ago she was cleared to come off of nasal oxygen and is breathing all on her own now. This was never a sure thing and its amazing to see her make so much progress.,True,4,affection,affection,58159,amazing born born breath cleared complicated daughter didnt due half initially lungs lungs nasal oxygen premature progress survived underdeveloped
89774,1797,3m,I bought a new pair of boots at a discount price.,I bought a new pair of boots at a discount price.,True,1,achievement,achievement,77038,boots bought discount pair price
89838,1512,24h,My xbox game finally downloaded so I can play that after work.,My xbox game finally downloaded so I can play that after work.,True,1,leisure,leisure,92694,downloaded finally game played xbox
89854,4780,3m,I finished building the drawers for my food in my van.,I finished building the drawers for my food in my van.,True,1,achievement,achievement,58261,building drawer finished food van
89856,4780,3m,Hit the road again after spending some time at my parent's place.,Hit the road again after spending some time at my parent's place.,True,1,affection,affection,60251,hit parents road spend time
89879,2017,3m,i got a raise at work today,i got a raise at work today,True,1,achievement,achievement,72053,raise
89892,13447,3m,Putting our security deposit down on our first apartment together made me really happy. This will be our first experience living together after 5 years of being in a relationship.,Putting our security deposit down on our first apartment together made me really happy. This will be our first experience living together after 5 years of being in a relationship.,True,2,achievement,achievement,58283,apartment deposit experience live putting relationship security
89893,13447,3m,Going to New York City to see my favorite band play live made me really happy. We stayed at a nice hotel and got to enjoy the city as well.,Going to New York City to see my favorite band play live made me really happy. We stayed at a nice hotel and got to enjoy the city as well.,True,2,leisure,enjoy_the_moment,59277,band city city enjoyed favorite hotel live nice played stay york
89909,9162,3m,I booked my flights to Europe for an upcoming trip with my family this summer - this confirms the trip and I am very excited!,I booked my flights to Europe for an upcoming trip with my family this summer - this confirms the trip and I am very excited!,True,1,affection,affection,62305,book confirmed europe excited family flight summer trip trip upcoming
89975,3618,3m,The third event that made me happy was getting a 4.0 GPA>,The third event that made me happy was getting a 4.0 GPA>,True,1,achievement,achievement,62348,event gpa
89996,1327,3m,I ate a bag of sour gummy bears.,I ate a bag of sour gummy bears.,True,1,leisure,leisure,68263,ate bag bear gummy sour
90002,1327,3m,I went go-karting with my nephew.,I went go-karting with my nephew.,True,1,affection,affection,74695,gokarting nephew
90004,1327,3m,I kept receiving these easy daily mTurk hits asking me to describe happinesses,I kept receiving these easy daily mTurk hits asking me to describe happinesses,True,1,achievement,achievement,79567,daily describe easy happiness hit mturk received
90010,1327,24h,I ate meal that had cheese in every dish.,I ate meal that had cheese in every dish.,True,1,enjoy_the_moment,enjoy_the_moment,88380,ate cheese dish meal
90028,2219,3m,I passed my math class which was important in me being able to continue college,I passed my math class which was important in me being able to continue college,True,1,achievement,achievement,71111,class college continue math passed
90089,1291,3m,I had a long conversation with my father for the first time in 2 months,I had a long conversation with my father for the first time in 2 months,True,1,affection,affection,62493,conversation father time
90174,10043,3m,The day my son was born.,The day my son was born.,True,1,affection,affection,60609,born day son
90186,6307,3m,A friend of mine had offered to pay my passport fees to fly to Canada to see someone extremely special to me.,A friend of mine had offered to pay my passport fees to fly to Canada to see someone extremely special to me.,True,1,bonding,bonding,60615,canada extremely fees flying friend mine offer passport pay special
90188,6307,3m,My niece and I had spent time together.,My niece and I had spent time together.,True,1,affection,affection,62604,niece spent time
90189,5996,3m,"An event that made me happy in the past 3 months was when me and my boyfriend were fighting and my best friend offered me to come stay at her house and live there if I needed to, she lives with her boyfriend and she didn't have to do that for me but she was willing to have me move into her house just because my boyfriend wanted to not live together anymore. I didn't end up going to live with her, but that whole weekend I stayed over there and she talked with me the whole weekend and bought a bunch of junks and movies and helped me through it. That made me so happy, and realize that I have such a great best friend and I don't know what I would do without her.","An event that made me happy in the past 3 months was when me and my boyfriend were fighting and my best friend offered me to come stay at her house and live there if I needed to, she lives with her boyfriend and she didn't have to do that for me but she was willing to have me move into her house just because my boyfriend wanted to not live together anymore. I didn't end up going to live with her, but that whole weekend I stayed over there and she talked with me the whole weekend and bought a bunch of junks and movies and helped me through it. That made me so happy, and realize that I have such a great best friend and I don't know what I would do without her.",True,3,affection,affection,60621,anymore bought boyfriend boyfriend boyfriend bunch didnt didnt dont event fight friend friend helped house house junk live live live live moved movie offer realized stay stay talked weekend weekend
90276,3767,3m,One event that made me happy is when I created my first web business.,One event that made me happy is when I created my first web business.,True,1,achievement,achievement,60700,business created event web
90347,2071,3m,My girlfriend and I fixed some issues we have been struggling with.,My girlfriend and I fixed some issues we have been struggling with.,True,1,affection,affection,81133,fixed girlfriend issues struggling
90350,2071,24h,I played fetch with my dog.,I played fetch with my dog.,True,1,affection,affection,84015,dog fetch played
90354,3853,3m,I passed my exit exam in nursing school two weeks ago.,I passed my exit exam in nursing school two weeks ago.,True,1,achievement,achievement,60773,exam exited nursing passed school weeks
90392,13560,3m,Another event in the past 3 months that made me happy would be when i bought myself a large tv to enjoy.,Another event in the past 3 months that made me happy would be when i bought myself a large tv to enjoy.,True,1,enjoy_the_moment,enjoy_the_moment,62807,bought enjoyed event tv
90456,3687,3m,"I stay away from my hometowna. Every time I get an opportunity to go back home it's the happiest moment. Recently I was at home and yes that's one of the happiest moments but the happiest moment of all for me is when I get to eat some nice food prepared by my mom. Food at home is always fulfilling, and that's what makes me happy.
This is one small happy moment in the past 3 months.","I stay away from my hometowna. Every time I get an opportunity to go back home it's the happiest moment. Recently I was at home and yes that's one of the happiest moments but the happiest moment of all for me is when I get to eat some nice food prepared by my mom. Food at home is always fulfilling, and that's what makes me happy.
This is one small happy moment in the past 3 months.",True,5,affection,affection,60939,eat food food fulfilling home home home hometowna makes mom moment moment moment moment nice opportunity prepared recently stay time
90457,3687,3m,"Recently when I completed my Operating Systems assignment after working on it for 3 continuous weeks. Finally, the day of submission has come and I was very nervous. When I presented it infront of  the whole class, everyone was amazed by my project. They clapped for me and my professor appreciated my hard work.
Hard work always pays off.
That was one hell of happy moment.","Recently when I completed my Operating Systems assignment after working on it for 3 continuous weeks. Finally, the day of submission has come and I was very nervous. When I presented it infront of  the whole class, everyone was amazed by my project. They clapped for me and my professor appreciated my hard work.
Hard work always pays off.
That was one hell of happy moment.",True,6,achievement,achievement,61933,amazing appreciated assignment clapping class completed continue day finally hard hard hell infront moment nervous operation pay professor project recently submission system weeks
90468,11487,3m,"Last week, Our class had to perform various engineering experiments in our university. These experiments were related to internal combustion engines. Out of all the students only a handful of people were able to perform these experiments successfully. I was one of them and i also topped the oral exams. It feels good when you know that you are better than the herd and you are genuinely passionate about the subject.","Last week, Our class had to perform various engineering experiments in our university. These experiments were related to internal combustion engines. Out of all the students only a handful of people were able to perform these experiments successfully. I was one of them and i also topped the oral exams. It feels good when you know that you are better than the herd and you are genuinely passionate about the subject.",True,5,achievement,achievement,60957,class combustion engineering engineering exam experience experience experience feel genuine hand herds international oral passion people performance performance relatives students subject successfully top university
90604,11170,3m,"sea food
beer","sea food
beer",True,1,enjoy_the_moment,enjoy_the_moment,62129,beer food sea
90608,2918,3m,"I had been away from my family for about 5 months because I was in school, so coming home and seeing my family was perhaps one of the greatest moments for me all this year.","I had been away from my family for about 5 months because I was in school, so coming home and seeing my family was perhaps one of the greatest moments for me all this year.",True,1,affection,affection,63125,coming family family home moment school
90609,2918,3m,The day that I came back from university was one of the most happy days for me in recent times because I'd been away for about 5 months.,The day that I came back from university was one of the most happy days for me in recent times because I'd been away for about 5 months.,True,1,achievement,achievement,69591,day day id recently time university
90696,13344,3m,Received a pay raise due to a promotion I earned at work.,Received a pay raise due to a promotion I earned at work.,True,1,achievement,achievement,61204,due earned pay promotion raise received
90706,11395,3m,I was able to sit down with a friend and play video games for the first time in a few months.,I was able to sit down with a friend and play video games for the first time in a few months.,True,1,bonding,bonding,62227,friend game played sitting time video
90717,12281,3m,My girlfriend made and gave me an Easter basket on Easter this year.,My girlfriend made and gave me an Easter basket on Easter this year.,True,1,affection,affection,61243,basket easter easter girlfriend
90720,6509,3m,I made the decision to drop out of my PhD program and pursue a full-time job instead.,I made the decision to drop out of my PhD program and pursue a full-time job instead.,True,1,achievement,achievement,61247,decision dropped fulltime job phd program pursue
90722,6509,3m,I hung out with some friends and had dinner with them at a burger joint.,I hung out with some friends and had dinner with them at a burger joint.,True,1,bonding,bonding,63235,burger dinner friend hung joint
90882,9805,3m,Doing well on an exam that I had studied over 40 hours and gave up a lot of sleep for.,Doing well on an exam that I had studied over 40 hours and gave up a lot of sleep for.,True,1,achievement,achievement,64436,exam hours sleep study
90899,8030,3m,When I got a raise at my job I was happy.,When I got a raise at my job I was happy.,True,1,achievement,achievement,63476,job raise
90903,10717,3m,"Another happy moment was receiving my letter of acceptance to my top choice university, and discovering that the financial package was manageable.","Another happy moment was receiving my letter of acceptance to my top choice university, and discovering that the financial package was manageable.",True,1,achievement,achievement,64471,accepted choice discovered financial letter managed moment package received top university
90953,3157,3m,The moment that made me the happiest in the last 3 months was a date I went on with a friend.,The moment that made me the happiest in the last 3 months was a date I went on with a friend.,True,1,bonding,bonding,63585,date friend moment
90954,3157,3m,"An event that made me happy in the past three months, was graduating from college with two degrees.","An event that made me happy in the past three months, was graduating from college with two degrees.",True,1,achievement,achievement,64579,college degree event graduation
90955,3157,3m,A third event that made me happy over the last few months was when I aced a test that I studied so hard for.,A third event that made me happy over the last few months was when I aced a test that I studied so hard for.,True,1,achievement,achievement,65570,aced event hard study test
90960,3157,24h,Picking my dad up from work,Picking my dad up from work,True,1,affection,affection,88122,dad picked
90971,12589,3m,I unexpectedly  received a promotion at my job,I unexpectedly  received a promotion at my job,True,1,achievement,achievement,63619,job promotion received unexpected
90972,12589,3m,I met an important artist whom I am now collaborating with,I met an important artist whom I am now collaborating with,True,1,bonding,bonding,64613,artist collaboration met
90992,2968,24h,I got wine with my mom and we sat outside in the sunshine.,I got wine with my mom and we sat outside in the sunshine.,True,1,affection,affection,93633,mom sat sunshine wine
91138,10850,3m,I visited my girlfriend whom I hadn't seen in a long time.,I visited my girlfriend whom I hadn't seen in a long time.,True,1,affection,affection,63806,girlfriend hadnt time visit
91139,10850,3m,I was payed from all of my hard work.,I was payed from all of my hard work.,True,1,achievement,achievement,64799,hard pay
91140,10850,3m,I was able to see a friend I had missed.,I was able to see a friend I had missed.,True,1,bonding,bonding,65790,friend missed
91164,1384,3m,"
My happiest moment in my life s......for my 20th birthday my dad presented me a new smart phone surprisingly dat day i was so exited....i cant forget that day in my life's most happiest moment","
My happiest moment in my life s......for my 20th birthday my dad presented me a new smart phone surprisingly dat day i was so exited....i cant forget that day in my life's most happiest moment",True,1,affection,affection,75140,birthday dad dat day day exitedi forget life life moment moment phone sfor smart surprise
91165,1384,3m,MY FRIEND ALWAYS THAT DAY LONG TRIP FOR MORE PLACES WITH ENJOYABLE FOR US. THAT A MOMENT IS REALLY UNFORGETTABLE EXPERIENCE IN MY LIFE HISTORY. WE ARE SO ENJOYED AND LOVED THAT MOMENT.,MY FRIEND ALWAYS THAT DAY LONG TRIP FOR MORE PLACES WITH ENJOYABLE FOR US. THAT A MOMENT IS REALLY UNFORGETTABLE EXPERIENCE IN MY LIFE HISTORY. WE ARE SO ENJOYED AND LOVED THAT MOMENT.,True,3,bonding,bonding,75590,day enjoyed enjoyed experience friend history life love moment moment trip unforgettable
91171,1384,24h,"My happiest moment is my college days,bcoz weekly two or three days we bunk the class and go to film, beach any resort. this is my happiest moment.","My happiest moment is my college days,because weekly two or three days we bunk the class and go to film, beach any resort. this is my happiest moment.",False,2,enjoy_the_moment,enjoy_the_moment,90201,beach bunk class college day daysbecause film moment moment resort weeks
91184,1235,3m,The day my fourth semester engineering results came. I felt so happy to see that I had passed in all subjects.,The day my fourth semester engineering results came. I felt so happy to see that I had passed in all subjects.,True,2,achievement,achievement,68114,day engineering fourth passed results semester subject
91188,1235,3m,Last month I took my first road trip on my motorcycle. I was super excited and very happy.,Last month I took my first road trip on my motorcycle. I was super excited and very happy.,True,2,enjoy_the_moment,enjoy_the_moment,75016,excited motorcycle road super trip
91194,1235,24h,My friends came to my house today. We had a blast and I was  very happy.,My friends came to my house today. We had a blast and I was  very happy.,True,2,bonding,bonding,83347,blast friend house
91196,1235,24h,"Met a high school classmate , we talked a lot and it made me quite happy.","Met a high school classmate , we talked a lot and it made me quite happy.",True,1,bonding,bonding,86125,classmates met school talked
91201,1235,24h,I had lost my pendrive a while back and eventhough I searched for it a lot I couldn't find it. Today while I was searching for something else I got back my lost pendrive and I was very happy.,I had lost my pendrive a while back and even though I searched for it a lot I couldn't find it. Today while I was searching for something else I got back my lost pendrive and I was very happy.,False,2,achievement,achievement,90946,couldnt lost lost pendrive pendrive searching searching
91204,1235,24h,Petrol price have been going up lately and I was quite unhappy. Last day the price dropped a little and it made me happy.,Petrol price have been going up lately and I was quite unhappy. Last day the price dropped a little and it made me happy.,True,2,enjoy_the_moment,enjoy_the_moment,93665,day dropped petrol price price unhappy
91233,12027,3m,Ben gave me a pack of Juul pods for free,Ben gave me a pack of Juul pods for free,True,1,bonding,bonding,65881,ben free juul pack pod
91237,5675,3m,The day I asked my girlfriend out.  It was a beautiful day out and it seemed like the perfect time to do it.,The day I asked my girlfriend out.  It was a beautiful day out and it seemed like the perfect time to do it.,True,2,affection,affection,63908,beautiful day day girlfriend perfect time
91269,7178,3m,"I accomplished a personal feat of mine, by adding another note to my singing range.","I accomplished a personal feat of mine, by adding another note to my singing range.",True,1,achievement,achievement,65946,accomplished added feat mine note person ranging singing
91273,9534,3m,I was really happy last week when me and my husband visited Cheesecake Factory on date night.,I was really happy last week when me and my husband visited Cheesecake Factory on date night.,True,1,affection,affection,63980,cheesecake date factory husband night visit
91296,1603,3m,LAST MONTH MY SISTER'S MARRIAGE TOOK PLACE IN OUR HOME. SHE WAS MARRED DO ALL FRIEND. IT IS AN IMPORTANT EVENT AND  MEMORABLE DAY IN MY LIFE.,LAST MONTH MY SISTER'S MARRIAGE TOOK PLACE IN OUR HOME. SHE WAS MARRED DO ALL FRIEND. IT IS AN IMPORTANT EVENT AND  MEMORABLE DAY IN MY LIFE.,True,3,affection,affection,65983,day event friend home life mar marriage memorable sister
91298,1603,3m,MJY  FRIEND  ALUAYS  THAT DAY  LONG FRIP  FOR MARE  PLACES  WITH  ENJOYABLE   FOR US. THAT AMOMENT IS  REALLY UNNFORGETHABLE  EXPERIENCE  IN  MY  LIFE  HISBORY. WE ARE SO  ENJOYED AND LOVET THAT MOMEN.,MJY  FRIEND  ALWAYS  THAT DAY  LONG FRIP  FOR MARE  PLACES  WITH  ENJOYABLE   FOR US. THAT MOMENT IS  REALLY unforgettable  EXPERIENCE  IN  MY  LIFE  HISBORY. WE ARE SO  ENJOYED AND LOVE THAT MOMEN.,False,3,bonding,bonding,76632,day enjoyed enjoyed experience friend frip hisbory life love mare mjy momen moment unforgettable
91304,1603,24h,MY HAPPIEST MOMENT WAS WHEN I GAVE BIRTH TO MY SON. AFTER NINE LONG MONTHS OF WAITING TO MEET HIM.AT LAST THAT DAY CAME.I WAS JUST TO HAPPY AND ITS UNEXPLAINABLD,MY HAPPIEST MOMENT WAS WHEN I GAVE BIRTH TO MY SON. AFTER NINE LONG MONTHS OF WAITING TO MEET HIM.AT LAST THAT DAY CAME.I WAS JUST TO HAPPY AND ITS UNEXPLAINABLE,False,2,affection,affection,89094,birth camei day himat meet moment son unexplainable waiting
91307,1603,24h,"The happiest day of my life was when I got the chance to be one of the EMS. I felt like I was being carried away by them because the EMS are expert in lit as well as in linguistics. they are also taught to be a good citizen of our society.

","The happiest day of my life was when I got the chance to be one of the EMS. I felt like I was being carried away by them because the EMS are expert in lit as well as in linguistics. they are also taught to be a good citizen of our society.

",True,3,achievement,enjoy_the_moment,91233,carried chance citizen day ems ems expert life linguistics lit society taught
91326,2063,3m,My mother-in-law randomly helped me and my husband out with our laundry for no reason.,My mother-in-law randomly helped me and my husband out with our laundry for no reason.,True,1,affection,affection,80954,helped husband laundry motherinlaw random reason
91327,2063,24h,I made $20 in one day on Amazon Mechanical Turk.,I made $20 in one day on Amazon Mechanical Turk.,True,1,achievement,achievement,84322,amazon day mechanical turk
91335,2063,24h,A cat who used to spend a lot of time with me but hasn't as much lately came to hang out with me for a few minutes.,A cat who used to spend a lot of time with me but hasn't as much lately came to hang out with me for a few minutes.,True,1,affection,affection,92544,cat hang hasnt minutes spend time
91440,8208,3m,I was able to start saving more money.,I was able to start saving more money.,True,1,achievement,achievement,66102,money saved started
91524,4096,3m,"This one was also in the classroom that I volunteered in, but when the students came into the classroom they would give me hugs and tell me about the activities the day before because they enjoyed it.","This one was also in the classroom that I volunteered in, but when the students came into the classroom they would give me hugs and tell me about the activities the day before because they enjoyed it.",True,1,bonding,bonding,66183,activities classroom classroom day enjoyed hug students volunteer
91683,12628,3m,I don't often speak to my cousin. Recently we talked on the phone for a long time and caught up on a lot of things. It felt great being closer to my family.,I don't often speak to my cousin. Recently we talked on the phone for a long time and caught up on a lot of things. It felt great being closer to my family.,True,3,affection,affection,68314,caught closer cousin dont family phone recently speak talked time
91710,5718,3m,"Helping an old lady in the street, that asked me for a hug after I helped her.","Helping an old lady in the street, that asked me for a hug after I helped her.",True,1,achievement,bonding,68331,helped helped hug lady street
91716,9154,3m,"I video chatted with my mother who is currently overseas on a business/leisure trip on Mother's Day and I told her that gift would be waiting at home for her when she's come back, she was happy and we talked for awhile about her trip and what's going on in my life.","I video chatted with my mother who is currently overseas on a business/leisure trip on Mother's Day and I told her that gift would be waiting at home for her when she's come back, she was happy and we talked for awhile about her trip and what's going on in my life.",True,1,affection,affection,68340,awhile businessleisure chat day gift home life mother mother overseas shes talked told trip trip video waiting whats
91737,9820,3m,"I discovered one of the best TV shows I have ever seen, Westworld.","I discovered one of the best TV shows I have ever seen, Westworld.",True,1,leisure,leisure,68362,discovered tv westworld
91742,3831,24h,I bought a new bed set for our bedroom.,I bought a new bed set for our bedroom.,True,1,achievement,achievement,92069,bed bedroom bought set
91762,2952,3m,"I created a financial plan and stuck to it for the past few months, and I am already seeing results sprout from it.","I created a financial plan and stuck to it for the past few months, and I am already seeing results sprout from it.",True,1,achievement,achievement,66406,created financial planned results sprout stuck
91764,2952,3m,I was able to declare my major and create an academic plan in order to complete my bachelors degree,I was able to declare my major and create an academic plan in order to complete my bachelors degree,True,1,achievement,achievement,68387,academic bachelors completed created declared degree major planned
91792,7115,3m,The day i got admitted into the university.,The day i got admitted into the university.,True,1,achievement,achievement,66466,admitted day university
91817,9008,3m,I started working again and saving money.,I started working again and saving money.,True,1,achievement,achievement,67483,money saved started
91818,9008,3m,My fiance brought me my favorite food.,My fiance brought me my favorite food.,True,1,affection,affection,68474,brought favorite fiance food
91839,1239,3m,I called my mom and we had a nice conversation for an hour.,I called my mom and we had a nice conversation for an hour.,True,1,affection,affection,68486,called conversation hours mom nice
91840,1239,3m,My boyfriend and I went on a snack run to the grocery store.,My boyfriend and I went on a snack run to the grocery store.,True,1,affection,affection,69500,boyfriend grocery run snack store
91844,1239,3m,I attended my sister's wedding.,I attended my sister's wedding.,True,1,affection,affection,73337,attended sister wedding
91855,1239,24h,I went to Chipotle.,I went to Chipotle.,True,1,leisure,leisure,84638,chipotle
91856,1239,24h,One of my ebay items sold for triple its original price.,One of my ebay items sold for triple its original price.,True,1,achievement,achievement,85632,ebay items originally price sold triple
91882,994,24h,An old friend messaged me and we talked for hours,An old friend messaged me and we talked for hours,True,1,bonding,bonding,84990,friend hours message talked
91888,994,24h,My salary finally got credited.,My salary finally got credited.,True,1,achievement,achievement,90301,credit finally salary
91889,994,24h,Attended a friend's wedding.,Attended a friend's wedding.,True,1,bonding,bonding,91295,attended friend wedding
91892,994,24h,I bought a new phone,I bought a new phone,True,1,achievement,achievement,94677,bought phone
91894,994,24h,It was my birthday yesterday.,It was my birthday yesterday.,True,1,enjoy_the_moment,enjoy_the_moment,99171,birthday
91900,9381,3m,"A girl messaged me on Tinder, and we hit it off pretty well.","A girl messaged me on Tinder, and we hit it off pretty well.",True,1,affection,affection,66539,girl hit message pretty tinder
91901,9381,3m,My best friend told me he was moving back to town,My best friend told me he was moving back to town,True,1,bonding,bonding,67530,friend moved told town
91918,1564,3m,I went to see Green Day in concert.,I went to see Green Day in concert.,True,1,leisure,leisure,66561,concert day green
91919,1564,3m,I attended a hockey game between the Toronto Maple Leafs and Detroit Red Wings.,I attended a hockey game between the Toronto Maple Leafs and Detroit Red Wings.,True,1,leisure,leisure,67552,attended detroit game hockey leaf maple red toronto wings
91922,1564,3m,I watched a YouTube video by the channel CowChop.,I watched a YouTube video by the channel Cow Chop.,False,1,leisure,leisure,70488,channel chops cow video watched youtube
91936,6257,3m,Two weeks ago I got accepted for my first house and I'm scheduled to move in July.,Two weeks ago I got accepted for my first house and I'm scheduled to move in July.,True,1,achievement,achievement,66566,accepted house im july moved schedule weeks
91958,2966,3m,My friend came over to help me clean and we drank beer and hung out.,My friend came over to help me clean and we drank beer and hung out.,True,1,bonding,bonding,67570,beer cleaned drank friend hung
91962,2966,24h,I got a yummy breakfast this morning.,I got a yummy breakfast this morning.,True,1,enjoy_the_moment,enjoy_the_moment,86706,breakfast morning yummy
91984,6022,3m,An event that made me happy was when I got my new badge for my new workplace.,An event that made me happy was when I got my new badge for my new workplace.,True,1,achievement,achievement,66640,badge event workplace
92060,4673,24h,I got my upstairs cleaned up.,I got my upstairs cleaned up.,True,1,achievement,achievement,82788,cleaned upstairs
